title,year,url,authors,abstract
Analysis of Walkability of Historical Blocks of Shanghai Old City Area Based on Spatial Syntax,2020,https://www.semanticscholar.org/paper/275bbc6fff101df0f27051bc90c645b9adcc6d39,R. Wang; Wuzhong Zhou,"The improvement of walking environment quality can effectively alleviate the traffic pressure of the city, which is conducive to the environment construction of the low-carbon city. The measurement of the pedestrian environment is an important premise of urban planning and construction, and an important indicator to measure social ecology and pedestrian safety. From the perspective of spatial syntax, this paper selects four parameter values, namely connection value, global integration degree, local integration degree and comprehensibility degree, to quantitatively analyses the spatial structure and road network characteristics of blocks, and to explore the walkability of blocks from the topological structure itself. The empirical research object is Shanghai Old City area, which is the cradle of Shanghai-style culture and the window to show the historical accumulation and traditional culture of Shanghai to foreign tourists. Through the research and analysis, it provides a theoretical basis for further optimizing the walking experience of historical districts and updating the planning and design of road space."
"Perception, Design and Ecology of the Built Environment: A Focus on the Global South",2020,https://www.semanticscholar.org/paper/2766d7e56f64655afb8145960cc5f73afabbeaf2,Mainak Ghosh,
Urban Expansion Assessment Based on Optimal Granularity in the Huaihe River Basin of China,2022,https://www.semanticscholar.org/paper/277912dc3411e77d686af861eaa82d83aa269026,Xuning Qiao; Liang Liu; Yongju Yang; Y. Gu; Jinchan Zheng,"Determining the optimal granularity, which has often been ignored in the analysis of urban expansion and its landscape pattern, is the core problem in landscape ecology research. Here, we calculate the optimal granularities for differently sized cities in the Huaihe River Basin of China based on scale transformation and area loss evaluation. Accordingly, we construct a landscape index and urban land density function to analyze urban expansion and landscape pattern. The results can be summarized as follows. (1) Within the first scale domain of the landscape indices, the optimal granularities of Zhengzhou, Xuzhou, Yancheng, Xinyang, and Bozhou are 60 m, 50 m, 40 m, 40 m, and 40 m, respectively, which are the optimal units in the study of urban expansion. (2) The urban land density decreases from the urban center to the outskirts, the urban core of each city is more compact than the outskirts, and the land density curve parameter α of Zhengzhou is the largest at 4.693 and its urban core the most compact. (3) There are significant spatial and temporal differences in the urban land densities of differently sized cities. The urban land density functions of different cities are similar before 2000; after that, they are similar to the standard inverse S-shaped function and the land use density curve of large cities is closer to the standard inverse S-shaped function than that of small- and medium-sized cities. (4) Large cities have faster expansion, much larger land density curve parameter c than medium- and small-cities, stronger linkage development with surrounding areas, and a higher degree of urban centralization. Urban expansion compactness was influenced by urban locations and functions except for urban sizes. This study offers a method for identifying the optimal granularities for differently sized cities and also provides information for the decision-making efforts that concern the rapid urbanization in major grain-producing areas of China."
Tree species identity and forest composition affect the number of oak processionary moth captured in pheromone traps and the intensity of larval defoliation,2020,https://www.semanticscholar.org/paper/2788a305b085ee152ce224e692cf37a06f2c2674,Thomas Damestoy; H. Jactel; T. Belouard; Hubert Schmuck; C. Plomion; B. Castagneyrol,"Pure forests are often seen as being more prone to damage by specialist pest insects than mixed forests, and particularly mixed forests associating host and nonhost species. We addressed the effect of tree diversity on oak colonization and defoliation by a major specialist pest, the oak processionary moth (OPM) We quantified the number of male OPM moths captured and larval defoliation in pure stands of two oak host species (Quercus robur and Quercus petraea) and in mixed stands associating the two oak species or each oak species with another nonhost broadleaved species. We conducted two complementary studies to test the effect of host species and stand composition: (i) we used pheromone trapping to compare the number of males OPM captured throughout the distribution of oak hosts in France and (ii) we noted the presence of OPM nests and estimated defoliation in mature forests of north‐eastern France. Oak species and stand composition significantly influenced the number of male OPM captured and defoliation by OPM larvae. Quercus petraea was consistently more attractive to and more defoliated by OPM than Q. robur. Both oak trees were attacked more in pure stands than in mixed stands, in particular mixed stands associating oaks with another (nonhost) broadleaved species. The results of the present study support the view that mixed forests are more resistant to specialist pest insects than pure stands, and also indicate that this trend depends on forest composition. Our study provides new insights into OPM ecology and has potential implications for forest management, including the management of urban forests where OPM causes serious human health issues."
Political Ecology,2020,https://www.semanticscholar.org/paper/2798a2cf31edc0c0c27cb9fbc0ae3a2e789ead5c,Jason Roberts,"Political ecology is a critical research field within anthropology and related disciplines that examines how and why economic structures and power relations drive environmental change in an increasingly interconnected world. Initially it was most wellknown for investigating the practices and impacts of large-scale resource development projects in subsistence-oriented communities in the Global South. Over time, political ecology has expanded its research trajectory to include analyses of environmental politics and socio-ecological degradation in urban, industrialised settings as well. This entry outlines the historical development of political ecology in order to understand the bases for its common theoretical assumptions, research themes, methodological approaches, and sources of critique. In doing so, it provides particular insight into the important ways that anthropologists have influenced, and been influenced by, political ecology. Though individual research interests and emphases have expanded since the early days of political ecology, the field continues to provide a valuable means for tracing the broader structural forces of socio-ecological change to a thorough understanding of the impacts and responses to that change at the local level. Yet, as an inherently interdisciplinary field, the challenge for political ecology continues to revolve around properly integrating its various disciplinary interests and influences into a consistent framework capable of analysing political, cultural, and ecological matters with sufficient rigor. Political ecologists’ on-going efforts to meet this challenge have never been more important than they are today, as the world increasingly struggles with interrelated issues such as global climate change, industrial pollution, resource degradation, economic dispossession, and changing patterns of environmental health."
"A Feminist Political Ecology of household waste management in an urban township, South Africa",2025,https://www.semanticscholar.org/paper/27b8df97e0c2b0d2bc7f5fa9605bf8172421d1b1,Mbali Pewa; Elsbeth Robson; P. Deutz,
[Spatial-temporal Evolution of Ecological Vulnerability in Beijing-Tianjin-Hebei Region Based on PSRM Model].,2023,https://www.semanticscholar.org/paper/27bf44561e65caff22ece29644109d13e37d10be,Shuai Wu; Bing Tian; Shijie Gu; Yincui Hu,"As one of the three major urban agglomerations in China, the Beijing-Tianjin-Hebei Region has strong economic strength but its ecological fragility is very prominent. To pursue the comprehensive development of economy and ecology, it is very important to analyze the ecological environment in the Beijing-Tianjin-Hebei Region. Here, the Beijing-Tianjin-Hebei Region was selected as the research area, and 19 indicators were selected to construct an evolution system based on the PSRM model. The temporal and spatial evolution characteristics of ecological vulnerability in the Beijing-Tianjin-Hebei Region were explored by combining the order relation method, CRITIC method, Theil index, and hot spot analysis, and the influencing factors were calculated via geographic detector. The results showed that:① the ecological vulnerability first increased and then decreased in the Beijing-Tianjin-Hebei Region. The vulnerable areas showed a northeast-southwest trend, and the ecological environment in the northeast and southwest regions was better than that in the central and southern regions. The area of slight vulnerability in 2014 increased by 6803.01 km2 compared with that in 2009. The area of mild vulnerability decreased by 130.41 km2, and the area of moderate vulnerability decreased by 26537.31 km2 compared with that in 2009. The areas of severe and extremely vulnerable status increased by 19512.9 km2 and 351.81 km2, respectively, compared with those in 2009. The habitat situation in the Beijing-Tianjin-Hebei Region improved significantly from 2014 to 2019. Compared with that in 2014, the areas of mild, moderate, severe, and extremely vulnerable decreased by 2248.29 km2, 2220.21 km2, 7988.67 km2, and 55.98 km2, respectively. The light area increased by 12513.15 km2 compared with that in 2014. ② According to the calculation results of the Theil index, the spatial correlation degree of ecological vulnerability in the Beijing-Tianjin-Hebei Region exhibited a V-shaped fluctuation, and the spatial pattern of the cold and hot areas was predominantly consistent with that of the vulnerability. ③ Biological abundance, PM10, and the human disturbance index had a significant influence on the spatial differentiation of ecological vulnerability in the Beijing-Tianjin-Hebei Region. Based on the results of ecological vulnerability analysis, some suggestions on the ecological environment and sustainable development in the Beijing-Tianjin-Hebei Region were proposed."
Foraging movements of breeding Kelp Gulls in South Africa,2020,https://www.semanticscholar.org/paper/27c23a996e9a41b6d5cf666a4fcc85780868a990,Katharina Reusch; N. Suárez; P. Ryan; L. Pichegru,"Kelp Gulls Larus dominicanus are one of the most abundant gulls in the Southern Hemisphere and can play an important role in their ecosystem. Understanding their foraging ecology is therefore important, especially in the context of anthropogenic changes of the environment. Over 35,000 Kelp Gulls breed in South Africa but little is known about their habitat use. It has been hypothesised that foraging mainly occurs in natural habitats while provisioning chicks to ensure high quality food, but knowledge on their foraging ecology during the incubation period remains poor. We tracked incubating Kelp Gulls from six colonies distributed along the coast of South Africa, varying in their distance to urban areas and landfills, and compared foraging trip patterns and habitat selection between colonies. Gulls from west coast colonies, generally located further from landfills than the other studied colonies, travelled farther from their breeding sites (11.7 ± 9.9–17.8 ± 21.7 km, n = 3 colonies) than birds from Cape Town and south and east coast colonies (1.7 ± 0.8–3.1 ± 3.7 km, n = 3) with birds travelling farthest when foraging at sea. Gulls from all colonies spent more time foraging in marine, coastal, and natural terrestrial environments than scavenging in strongly modified habitats while incubating. Our results suggest that Kelp Gulls in South Africa are able to exploit various resources from different foraging habitats, regardless of colony location and seem to rely less on anthropogenic habitats than expected."
"Park suitability index: Developing a landscape metric for analyzing settlement patterns in the context of a rapidly urbanizing area in Central Florida, USA",2020,https://www.semanticscholar.org/paper/27c7d07b8f0893d6184d7ea0f5f30ce80a57fa81,Luwei Wang; T. Murtha; Madeline Brown,"Central Florida has experienced sustained and substantial urban land expansion over the last half-century. In Florida, urban expansion intersects natural and human systems. Investigating the relationship between landscape conditions and urbanization processes in Central Florida, therefore, requires a critical assessment of local natural and human conditions through time. In this paper, we examine the relationship between urbanization and landscape patterns through the lens of urban public parks. As a vital component of landscapes, parks reveal patterns and processes that influence landscape ecology in urban settlements (TURNER 1989). To better understand the multiple influences of natural and human factors on park design and planning, this paper introduces the idea of a park suitability index (PSI), which is targeted at quantifying the form, function and distribution of parks as they compare to settlement patterns. Critically, the PSI combines multiple measures into a single comparative metric for informing land use planning and landscape design for urban parks. Using a sample of 12 Orlando parks and a subset of variables, we develop the framework for a methodology that defines key parameters of the PSI for use in urban design and planning. Specifically, we evaluate the influence of urbanization patterns on park resource availability and diversity. In addition, we examine community-level functions of parks by considering the form and distribution of parks as compared to settlement patterns. These analyses provide the baseline for developing a more generalizable PSI for use in landscape planning both in Florida and elsewhere."
House dust mites: the insidious symbiosis,2023,https://www.semanticscholar.org/paper/27c9de7208ddf186b84e960438c999adf740ca6a,S. I. Bardenikova; T. I. Rychkova; E. V. Kulikova; O. B. Dovgun; T. Belyaeva,"Aim: to assess changes in the patterns of sensitization to house dust allergens in a cohort of children with allergic disorders over the last 30 years. Patients and Methods: this retrospective analysis included 26,343 protocols of allergy tests to house dust and its allergenic components (house mix, D. pteronyssinus and D. farinae mites, library dust) that had been carried out in children 4–18 years old over the period from 1989 to 2019. Skin testing was performed using the generally accepted scarification technique on the anterior surface of the forearm through a drop of the tested allergen. Then, the test results are assessed by visual inspection with a score of 1 — 4. The results of continuous monitoring were summarized and statistically processed for all years of the observation period, but the article presents analysis of the ""cross-section"" indicators only for those years that were convenient for comparison. The authors calculated a percentage ratio of the number of patients sensitized to the studied allergen to the total number of patients tested for hypersensitivity to this allergen during a particular year. Then, they compared the percentage of patients with low (1–2) and high (3–4) scores. Results and Discussion: the analysis showed a steady increase in IgE hypersensitivity to the house dust mix (from 23.7% in 1989 to 71.2% in 2019). Also, it demonstrated an increase in the degree of sensitization (3 — 4 scores) to the integral dust mix (from 4.2% in 1989 to 16.6% in 2019), which was significantly higher than that to the dust mites themselves due to the diverse composition of specific proteins of epidermal, fungal, bacterial, and insect origin that can induce antibodies independently on each other. There was a similar 2.6-fold growth in sensitization to the library dust over the first 10 years of observation, and by 2019 hypersensitization developed in 57.2% of children from this cohort. However, a dramatic decline in high scores (3–4) of the detected level to 5% was reported in 2019 which was associated with the changes in the ways of in-house data storage. Conclusion: the study findings provide a rationale for the mandatory control of dynamic changes in sensitization among children with allergic disorders using an expended household allergen panel. The steady increase in sensitization to house dust allergens confirms a low effectiveness of elimination measures and suggests a progressive immune imbalance under the everyday pressure of urban ecology. KEYWORDS: children, house dust, allergens of house and library dust, household sensitization, mites. FOR CITATION: Bardenikova S.I., Rychkova T.I., Kulikova E.V. et al. House dust mites: the insidious symbiosis. Russian Medical Inquiry. 2023;7(2):89–95 (in Russ.). DOI: 10.32364/2587-6821-2023-7-2-89-95."
Інформаційна технологія підтримки прийняття рішень в задачах відеоспостереження та моніторінгу,2024,https://www.semanticscholar.org/paper/27ca46eb9a14d50231de15a03123f430bbfdc53b,Sukovenko K.G.,"In the modern world, video surveillance systems are an integral part of security and monitoring measures in various sectors, from public places to industrial facilities. However, with their increasing prevalence, ethical issues arise concerning the use of video data and the impact of these systems on privacy and citizens' rights. In this article, we will delve into some of these issues in detail and propose recommendations for their resolution. It is important to recognize the consequences that video surveillance and monitoring can have on the quality and effectiveness of decisions made by people. This problem proves to be quite relevant in various fields, including manufacturing, engineering, and others. Video surveil-lance and monitoring have become an integral part of the modern world, particularly in the areas of security, transportation, urban planning, and ecology, with the aid of advanced video analysis and data processing technologies. Today's video surveillance systems provide a high level of information support for decision-making, which is why we will explore the key aspects of information technology that support decision-making in video surveillance and monitoring tasks, as well as the prospects and challenges of its application."
Road and Landscape Planning and Design of Residential Area Based on Green Ecology,2021,https://www.semanticscholar.org/paper/27e3d96e201aa83ca081592ec80baddfe5fd42dd,Jia Yuhan,"With the rapid development of social economy, the rapid improvement of people’s living standards and the increase of car ownership, the problems of residential road traffic and landscape are becoming more and more serious. Residential area is closely related to human health and its development is a symbol of urban progress. The planning and design of green ecological residential area has become the focus of common concern in China and even in the world. Based on the concept of green ecology, this paper discusses how to plan and design residential roads and landscape. At the end of this paper, the design method of road and landscape in residential area is analysed through practical application design. It is hoped to provide some reference ideas for future residential planning and jointly promote the construction of green ecology of residential area."
The evolution of social-ecological system interactions and their impact on the urban thermal environment,2024,https://www.semanticscholar.org/paper/27e707623b9c83fc55324cd08c23580c3598be2d,Bin Chen; Fanhua Kong; Michael E. Meadows; Huijun Pan; A-Xing Zhu; Liding Chen; Haiwei Yin; Lin Yang,"While heat mitigation is crucial to achieving sustainable urban development, an inadequate understanding of the evolution of the urban thermal environment (UTE) and its relationship with socio-ecological systems (SESs) constrains the development of effective mitigation strategies. In this study, we use satellite observations from 2000–2021 to explore the evolving impact of SES interactions on the UTE of 136 Chinese urban areas. The results reveal a nonlinear intensification of the UTE over the period and an indication that an increasing number of urban areas have successfully applied UTE mitigation measures. Spatio-temporal patterns in UTE are shown to be strongly influenced by social and ecological factors and their interactions, whereby the higher the SES status, the stronger the decreasing UTE trend. These findings highlight the need for, and advantages of, developing win-win solutions for urban society and ecology and have important implications in creating integrated strategies for heat mitigation in promoting urban sustainability."
"Assembling agroecological socio-natures: a political ecology analysis of urban and peri-urban agriculture in Rosario, Argentina",2021,https://www.semanticscholar.org/paper/27fa305306406c8737da09dfa844e52be2b1bb9b,C. Hammelman; Elizabeth Shoffner; M. Cruzat; Samantha Lee,
Landscape Pattern Evolution in a Mining Citiy: An Urban Life Cycle Perspective,2022,https://www.semanticscholar.org/paper/27fc39cbaa8abbd183a7ef521a04940a53c9a0a4,Yuhang Shang; Xin Ye; Lun Dong; Shiming Liu; Tiantian Du; Guan Wang,"Quantitative studies on how mining activities shape the evolution of regional landscape patterns can contribute to the scientific understanding of how mining cities develop. Based on the theories of life cycle and landscape ecology, this paper takes Jixi, a typical Chinese mining city, as a case study to analyze the landscape pattern features at different mining city development stages. First, we constructed a mining city development cycle index system. Second, the optimal granularity for landscape pattern analysis was determined. Finally, landscape evolution was analyzed at the type and landscape levels based on the mining city development cycle. The main conclusions are: (1) Jixi has gone through four stages since 1990: lead-in (1990–1998), development (1998–2009), maturity (2009–2016), and transition (2016–2020); (2) the optimal grain size for landscape pattern analysis is 90 m; (3) through the various development stages, the landscape fragmentation degree, complexity, and diversity show a tendency to rise first and then fall. Thus, mining cities should carry out sustainable development planning from the perspective of industrial transformation in the early stages, and policy orientation in the development process should have different emphases according to each stage."
Research and Development of Light Municipal Technology System Based on Green Development Concept,2021,https://www.semanticscholar.org/paper/27fc5ea09fa23cf206942bf553bfe7d70997eb45,F. Huang; X. Xue; W. Yin; Bin Xu; Xin Zhao; Guqiang Wei; Zirui He,"The application of a light municipal system will become an essential means to improve cities’ total carrying capacity and realize the sustainable development of green ecology in urban and rural areas. The green technology system adopted by a light municipal system’s regional development model can reduce traditional municipal facilities development’s initial cost. The saved investment cost of early facilities is enough to offset the increased late green technology application cost. While the region realizes green development, the overall economy can also be fully guaranteed. This paper analyses the light municipal system’s applicable conditions to popularize and apply this technical system in a broader range."
A research product for tropospheric NO2 columns from Geostationary Environment Monitoring Spectrometer based on Peking University OMI NO2 algorithm,2023,https://www.semanticscholar.org/paper/28103334cc58523b831e0c3c49c2fe8f1ebe7994,Yuhang Zhang; Jintai Lin; Jhoon Kim; Hanlim Lee; Junsung Park; H. Hong; M. Van Roozendael; F. Hendrick; Ting Wang; Pucai Wang; Qin He; Kai Qin; Yong-Sang Choi; Y. Kanaya; Jin Xu; Pinhua Xie; Xin Tian; Sanbao Zhang; Shanshan Wang; Siyang Cheng; Xinghong Cheng; Jianzhong Ma; T. Wagner; R. Spurr; Lulu Chen; H. Kong; Mengyao Liu,"Abstract. Tropospheric vertical column densities (VCDs) of nitrogen dioxide (NO2) retrieved from sun-synchronous satellite instruments have provided abundant NO2 data for environmental studies, but such data are limited by retrieval uncertainties and insufficient temporal sampling (e.g., once a day). The Geostationary Environment Monitoring Spectrometer (GEMS) launched in February 2020 monitors NO2 at an
unprecedented hourly resolution during the daytime. Here we present a research product for tropospheric NO2 VCDs, referred to as
POMINO–GEMS (where POMINO is the Peking University OMI NO2 algorithm). We develop a hybrid retrieval method combining GEMS, TROPOMI (TROPOspheric Monitoring Instrument) and GEOS-CF (Global Earth Observing System Composition Forecast) data to generate hourly tropospheric NO2 slant column densities (SCDs). We then derive tropospheric NO2 air mass factors (AMFs) with explicit corrections for surface reflectance anisotropy and aerosol optical effects through parallelized pixel-by-pixel radiative transfer calculations. Prerequisite cloud parameters are retrieved with the O2–O2 algorithm by using ancillary parameters consistent with those used in NO2 AMF calculations. The initial retrieval of POMINO–GEMS tropospheric NO2 VCDs for June–August 2021 exhibits strong hotspot signals over megacities and
distinctive diurnal variations over polluted and clean areas. POMINO–GEMS NO2 VCDs agree with the POMINO–TROPOMI v1.2.2 product (R=0.98; NMB = 4.9 %) over East Asia, with slight differences associated with satellite viewing geometries and cloud and aerosol properties affecting the NO2 retrieval. POMINO–GEMS also shows good agreement with the following: OMNO2 (Ozone Monitoring Instrument (OMI) NO2 Standard Product) v4 (R=0.87; NMB = −16.8 %); and GOME-2 (Global Ozone Monitoring Experiment-2) GDP (GOME Data Processor) 4.8 (R=0.83; NMB = −1.5 %) NO2 products. POMINO–GEMS shows small biases against ground-based MAX-DOAS (multi-axis differential optical absorption spectroscopy) NO2 VCD data at nine sites (NMB = −11.1 %), with modest or high correlation in diurnal variation at six urban and suburban sites
(R from 0.60 to 0.96). The spatiotemporal variation in POMINO–GEMS correlates well with mobile car MAX-DOAS measurements in the Three Rivers
source region on the Tibetan Plateau (R=0.81). Surface NO2 concentrations estimated from POMINO–GEMS VCDs are consistent with measurements from the Ministry of Ecology and Environment of China for spatiotemporal variation (R=0.78; NMB = −26.3 %) and diurnal variation at all, urban, suburban and rural sites (R≥0.96). POMINO–GEMS data will be made freely available for users to study the spatiotemporal variations, sources and impacts of NO2.
"
Using complex network analysis to assess the ecological security network for a rapid urbanization region in China,2021,https://www.semanticscholar.org/paper/28140fc2cd1ca0f21dba8389670de25a94b75339,De Zhou; Zhulu Lin; T. Yan; Jialing Qi; Wenyu Zhong,"A sound ecological security network (ESN) promotes the interconnection
of ecological sources, improves the pattern of ecological security, and
alleviates the degradation of an ecosystem. Rapid urbanization and land
use changes may lead to serious fragmentation and islanding of landscape
patches and further to deep disturbance of regional ESNs. However, most
studies in the recent years focused on the methodological development of
ESN identification, reconstruction, and optimization, but lacked the
systematic assessment of the network after its construction. The purpose
of this study is to use complex network analysis to systematically
assess the constructed ESN for the urban agglomeration around Hangzhou
(UAHB), a rapid urbanization region in China. By integrating landscape
ecology theory, graph theory, and complex network analysis, we
abstracted the ESN into a topological network and developed an index
system to assess the abstracted network, which was based on the
structural elements of the topological network (nodes, edges, and the
overall network). Our results show that the connectivity and stability
of the UAHB’s ESN have been improved in the last 20 years, although
isolated nodes are still existing in the ESN. Our study also shows that
the network’s robustness under human disturbance has been affected more
than that under non-human disturbance. Finally, we proposed five
optimization strategies from the perspective of topological structure
and ecological function to maintain a sustainable and well-protected
ecological system."
Regional experience in organizing tourism activities in specially protected natural areas (using the example of Mordovia),2024,https://www.semanticscholar.org/paper/28270afad70cc0e8cfb4827c5bbd8ecc64cdefd8,Larisa A. Zaitseva; Maria V. Kemesheva,"The spread of urban lifestyle determines the interest in recreation in the natural environment, on the other hand, in public consciousness, an environmental behavior trend is forming, implying a ""responsible"" attitude to the environment, including during recreation. The Russian eco-tourism market has a high potential for growth due to the lack of significant competition. With appropriate investments, the natural conditions and diversity of cultural and historical sites will make it possible to make original routes interesting for travelers, which will enjoy stable demand. The lack of infrastructure significantly hampers development of eco-tourism in protected areas. The socio-economic aspect of eco-tourism has a significant impact on local budgets. At the regional level, attempts are made to organize tourism activities, but the effectiveness of such initiatives differs significantly in terms of the actors. The national project «Ecology» has united about a dozens of federal projects. They involve solving the tasks aimed at improving the environmental situation, increasing the area of the special protected areas, providing them with the necessary infrastructure, as well as stimulating the development of knowledge and environmental tourism, carrying out active educational work and development of surrounding areas. The article deals with the phenomenon of ecological tourism, analyzes the peculiarity and potential possibilities of implementation of tourist activity in specially protected areas of the republic. The factors restraining the development of tourism are identified, and the mechanisms promoting more active involvement of specially protected natural areas in the region's tourism activities are determined. The authors in the study used a wide range of methods: system analysis, case study, comparative and statistical analysis, and the sociological method."
"Retraction: Research on the Influence of the Integration of Public Art and Computer on Urban Culture from the Perspective of Media Ecology (J. Phys.: Conf. Ser. 
 
 1574 012011)",2020,https://www.semanticscholar.org/paper/28350e73879d6e51ce81405a0ca3876edb022269,,"This article has been retracted by IOP Publishing following an allegation that this article may contain tortured phrases [1]
 
IOP Publishing has investigated and agrees the article contains a number of nonsensical phrases that feature throughout the paper, masking overlap with previously published work, to the extent that the article makes very little sense. This casts serious doubt over the legitimacy of the article and/or expertise of the authors in this topic.
 
IOP Publishing wishes to credit the whistblower for bringing the issue to our attention.
 
The author neither agrees/disagrees to this retraction.
 
[1] Siyu Lu 2020 J. Phys.: Conf. Ser. 
 1574 012011

 Retraction published: 18 January 2023"
Urban Ecology and Intervention in the 21st Century Americas,2020,https://www.semanticscholar.org/paper/284d9b9eee1e9eed89dea34e2880b3c19d10337a,Allison M. Schifani,
"Ecological Risk Assessment of Heavy Metal in the Bottom Sediment of River Surma, Bangladesh using Monte Carlo Simulation and Multivariate Statistical Analysis.",2021,https://www.semanticscholar.org/paper/28502d4dc60fbed0aadbc1bd5ddde6afd1337f22,Arup Acharjee; Z. Ahmed; R. Alam; Md Safiur Rahman; Zhixiao Xie,"
 The study aims to achieve an accurate assessment of 7 heavy metals, including Cu, Fe, Mn, Zn, Ni, Pb and Cd. Data were collected from 15 sampling stations and analyzed by atomic absorption spectrophotometry. The potential detrimental effects of these heavy metals were evaluated by Hakanson risk index. Hakanson risk index (RI) and Monte Carlo Simulation (MCS) and the ecological risk were articulated as probability distribution of Risk Index values instead of single point values to estimate the uncertainties in the risk evaluation process. The results showed that the levels of SEF (sediment enrichment factor) in the sediments were in the following order: Ni > Pb > Cd > Mn > Cu > Zn. Geo-accumulation index (Igeo) values showed no pollution for most of the metals except Ni, which portrayed the sediment was moderately contaminated and may have adverse effects on the ecology of the river. RI values from Hakanson Risk Index showed each individual station are at low ecological risks throughout the study area. According to the Monte Carlo simulation results and the traditional Hakanson risk index, the cumulative probability of Risk Index (RI) values is less than 150, which, according to the Hakanson risk index, represents low ecological risk. From the sensitivity analysis, the comparatively highest contribution to variance can be ranked as Cd > Pb > Ni > Zn > Cu. The outputs of this study could be used to assess ecological risk near urban area river sediment and help predict how the disposal of domestic sewage will affect the riverine ecosystem."
Environmental cultures: review of ‘the new poetics of climate change’ and ‘climate crisis and the 21st-century British novel’,2020,https://www.semanticscholar.org/paper/286031fdda6f55e2b1f7a1e530fad2339a81bd1a,Neal Alexander,"Since 2017, Bloomsbury’s Environmental Cultures series (edited by Greg Garrard and Richard Kerridge) has published no fewer than 18 titles on topics ranging from ‘nerd ecology’ and ‘ecospectrality’ to climate scepticism and the cultural history of fuel. This is one of the leading edges of ecocriticism, which has transformed itself in recent years from a neo-Romantic defence of nature writing to a more sophisticated, self-aware and increasingly materialist mode of critical discourse. Sometimes adventurously inter-disciplinary, ecocriticism remains primarily a mode of literarycritical analysis, but the scope of its attention to various kinds of literary texts and literary histories has expanded well beyond canonical figures such as Wordsworth and Thoreau. A pronounced focus on the cultural implications of climate crisis has also led to a wide range of productive engagements with research in the sciences, social sciences and philosophy. Astrid Bracke’s and Matthew Griffiths’s new books in the series are each concerned to explore the ways in which literary texts might contribute to our ability to imagine and comprehend the implications of climate crisis, while also acknowledging the limits of representation and human understanding. Bracke’s focus is upon 21st-century British novels, and her methodology synthesises elements of ecocriticism and narratology, examining four key narratives concerning climate crisis in a dozen selected texts: tales of environmental collapse, versions of pastoral, stories of urban nature and accounts of polar expeditions. Her core argument is simple, if perhaps a bit vague: 21st-century British novels both reflect a general ‘cultural awareness’ of climate crisis and also seek to ‘renegotiate the stories we tell about it’ (p. 135). At base, this amounts to little more than a restatement of the fundamental dialectic of tradition and innovation that informs all literary production. However, Bracke’s local discussions of her four key narratives are typically more detailed and suggestive. For instance, she makes a very useful distinction between ‘apocalyptic narratives’ and narratives of ‘environmental collapse’ (p. 24) and goes on to show that the latter tend to feature a metafictional commentary on the erosion of language in contexts of climate crisis (p. 42). There is also a fascinating analysis of the thematic and symbolic significance of food in urban novels, where Bracke argues persuasively that phenomena such as farmers’ markets mediate the human characters’ relationship to (or alienation from) the natural world in ways that are highly dependent on class position and socioeconomic status (p. 96). Even the rather over-familiar topic of pastoral is enlivened by a discussion of ‘pastoral traces’ (p. 69), which undermine the distinctions between city and country, retreat and return; and in her chapter on polar narratives, Bracke 884934 CGJ0010.1177/1474474019884934cultural geographiesbook review essay research-article2019"
Book reviews: Mafia Politics,2023,https://www.semanticscholar.org/paper/28653aea30d3b01cc7f1d65801ee864c30b31c09,Lucas Lopez,"in the US Department of Agriculture, focused upon food adulteration and unsafe additives in his research. He called for national regulation to insure food purity and safety standards. Upton Sinclair’s The Jungle also raised the issue for meat processing. The result was the adoption of the Pure Food and Drug Act of 1906 and the Meat Inspection Act. Nutrition science influenced the government’s new regulations insuring food’s safety and freedom from contaminants and adulteration. The role of middle-class white women was also important in this era as women were represented as keepers of the home and regenerators of the nation. They were also activists in consumer organizations calling for the regulation of milk purity and food labeling standards. In the final case, Haydu focuses upon the 1960s and 1970s of the organic food movement and highlights Robert Rodale’s challenge to the conventional food system. Robert Rodale’s Organic Gardening and Farming advocated organic living and natural lifestyles in the early 1970s and valued healthy soil, pure water, and clean air and a nonmaterialistic rural way of life. Rodale Press published numerous titles about organic farming, gardening, and simpler life styles eschewing processed foods and overconsumption of material goods. Gardeners and small farmers were a part of this movement as were students and parents with children who were anxious about the adulteration of milk and other foods by hormones and pesticide residues. Echoing the Grahamites’ dedication to good food, organic food activists also brought environmental and social sustainability into the discussions and responses to industrial food systems. There was a push to democratize science to serve people and communities, not just corporations. Growing good food as well as consuming good food became an important part of this movement which encompassed well-being and resisted the globalization of agriculture and food through an alignment with the anti-globalization movement. As in the previous eras, this was largely a white middle-class movement. Questions of agrarian change, class, race, sexism, privilege, inequity, exclusion, and dispossession are raised and examined in food studies research over the last 20 years. These extensions of the politics of food to broader political and social issues moves beyond consumer food politics to questions about capitalist development, colonialism, and neoliberal policy and politics. Haydu makes this point as well in the book’s conclusion, by noting that a focus upon white middle-class food consumption is narrow and vulnerable to co-optation by the conventional agro-food system. More recent national and international food movements have focused upon a plurality of socio-political questions involving equity and justice and ecology, while taking into account questions of hunger, food access, and power. I recommend this book to readers interested in the history of urban white middle-class food consumption politics in the United States and in understanding the roles of consumer social movements and their relationships in food regimes within American history."
